Year;//?province;Season;Pollution source;???action plan;Land use;Monitoring station;Pm2.5;What is pm10 level?;What is so2 level?;No2;??co //;O3
2010;alguM;Summer!!;Residential!!;Not Implemented ;Suburban ;Station B!!;63.36632155;54.30563534;42.27142469;43.25937066;6.326160935;72.84454891
2010;MUGLA;Autumn ;Residential!!;detnemelpmI;nabrU;station a;138.4058076;174.2365676;63.66348091;72.0256419;1.901389322;86.81706159
2010;na; Winter;Industrial ;;UrbaN;STATION B;;75.65802947;70.53266627;45.77264983;9.875875403;19.69506058
2010;USAK; Spring;ciffarT;Not ImplementeD;Rural!!;station b;18.11075178;141.8850143;NA ;23.9425409;2.904635627;47.89696717
2010;usak;remmuS;Natural!!;Not Implemented!!;Suburban ;Station D!!;142.4392023;13.06368281;7.092677617;84.25148605;0.102405051;NA
2010;Usak ;Autumn ;NaturaL;detnemelpmI toN;UrbaN;A noitatS;42.49080323;80.80485468;86.25528496;83.42838188;2.035000456;70.30915638
2011;Izmir!!;WinteR;industrial;ImplementeD;RuraL;C noitatS;64.67497333;84.50735195;46.90882485;28.01773429;9.342792241;28.7374092
2011; Izmir;Spring ;Residential!!;detnemelpmI toN;suburban; Station A;63.32775998;113.2620414;27.71677601;41.75278402;8.686810927;65.82383692
2011; Izmir; Summer;ciffarT;Implemented!!;URBAN;Station B ;12.42752298;23.81988974;25.69292173;94.9752822;3.619094126;88.36147796
2011; Izmir;Autumn!!;Residential!!;detnemelpmI toN;nabrubuS;Station D!!;76.99473622;160.124961;49.33538306;13.30637505;7.805881855;44.72250198
2011;AYDIN;Winter ;Natural ;Implemented ; Suburban; Station A;27.45741745;56.51618757;88.90949087;21.95709607;6.124858772;91.5464915
2011;AydiN;gnirpS;RESIDENTIAL; Not Implemented;urban;Station A;63.14069737;138.6371848;39.078063;17.45021781;14.56793497;99.3505552
2011;nidyA;Summer ;NATURAL;IMPLEMENTED;Urban!!;station b;55.85291926;162.6103034;75.47312318;127.9414412;5.698044044;15.07874475
2011; Aydin;nmutuA;ciffarT;detnemelpmI toN;UrbaN;Station B;117.0618121;116.7566217;11.48823564;118.9851804;10.2696901;27.14005286
2011;Denizli ;WinteR;TraffiC;Implemented ;Suburban!!;station a;145.751669;165.8445902;48.65355681;91.63098717;0.729003652;95.28607639
2011; NA;Spring ;INDUSTRIAL;IMPLEMENTED;SuburbaN;B noitatS;27.24486795;135.7534593;99.18524176;87.3774145;4.022848733;96.04113022
2011;denizli;remmuS;INDUSTRIAL;ImplementeD;RURAL; Station B;58.14992217;77.55066146;77.50290467;81.97932372;9.641794846;14.28219116
2011;DENIZLI;Autumn ;residential;IMPLEMENTED;SUBURBAN;B noitatS;59.13620835;163.6831224;22.63179187;59.85407027;NA ;6.424857536
2011;ManisA;WinteR;ciffarT;NA;nabrU;NA;32.34541724;72.59258631;51.14126442;102.5205854;4.425010625;20.30450221
2011;manisa;Spring ;TraffiC;AN; Suburban;Station B;120.7757582;118.5304544;24.89522684;9.411578801;1.290682535;99.62121442
2011;ManisA;SUMMER;lairtsudnI;Implemented ;laruR;Station D;107.5481076;151.6255704;42.13697087;76.46840861;7.064930568;22.09996358
2011;manisa;nmutuA;NATURAL; Implemented;RURAL;B noitatS;32.60535901;82.00162286;NA!!;94.45593614;6.48407483;52.74202264
2011;mugla;WinteR;RESIDENTIAL;detnemelpmI toN;URBAN;STATION C;69.8096121;74.27842999;77.5800319;81.30357488;5.702989897;85.59968401
na;Mugla!!;gnirpS;RESIDENTIAL;ImplementeD;Urban!!;station a;20.3417286;97.27574193;24.35383703;59.9482426;14.27147908;6.938153015
2011;Mugla!!;remmuS; Industrial;Implemented!!;RURAL; Station D;96.08995658;165.4130639;92.37788518;36.9040745;0.319807849;62.42645331
 NA;alguM;autumn;Traffic ;NOT IMPLEMENTED;NA ;STATION D;22.59892906;186.685135;60.07168191;78.92223577;3.106866131;31.31741764
2011;USAK;WinteR;Industrial!!;detnemelpmI;RuraL; Station B;177.5525453;124.9224333;39.23258051;84.67213784;9.218587914;86.92181706
2011;Usak ;Spring ;Industrial ;Not ImplementeD;urban;Station A;118.1989008;135.678579;51.18968692;136.7096562;4.915891259;31.92880918
2011;Usak ;remmuS;lairtsudnI;IMPLEMENTED;RURAL; Station C;61.58458969;181.6219882;61.29698284;44.36841948;NA;70.24179343
2011;Usak ; Autumn;industrial;Not ImplementeD;laruR;Station B;88.89177018;28.72390177;56.86927212;93.52381535;5.388782058;69.05086508
2012;izmir;winter;Natural!!;Not Implemented ; Urban;STATION A;164.573476;59.50442277;49.66769348;90.42269572;12.38345599;26.04188714
2012;Izmir!!;SPRING;natural;implemented;SuburbaN;;85.34439566;144.6910012;51.4834148;106.5261964;1.121152933;8.305923987
2012;IZMIR;remmuS;TraffiC;detnemelpmI toN;SuburbaN;Station B;30.30228053;166.5114478;19.28836722;65.69839245;9.435905025;43.87870951
2012;na;nmutuA; Industrial; Implemented; Rural;Station B ;59.91198656;172.8355154;81.64782462;64.52743027;7.971221524;32.47334944
2012;AydiN;winter;larutaN;detnemelpmI; Suburban;Station B;152.7072065;97.75739996;55.09251135;71.45586437;NA ;81.85288621
2012;Aydin!!;Spring ; Traffic;IMPLEMENTED;SuburbaN;B noitatS;98.41088732;26.97458144;14.84582645;91.17126584;7.148878816;81.0345979
2012;Aydin!!; Summer;lairtsudnI;Implemented ;Suburban ;STATION B;99.35503573;93.17848069;77.08339596;115.9394051;3.911091354;48.41727546
2012; Aydin;AUTUMN;residential;Not ImplementeD;nabrubuS;station b;130.6891154;53.83957214;93.37950988;13.45978573;4.082717313;62.61866141
2012; Denizli;retniW;natural;Implemented!!;Rural ; Station C;161.551312;71.86005909;94.83607613;11.14497927;NA ;62.40465402
2012;DENIZLI;NA ;traffic; Not Implemented;SUBURB;Station D!!;138.3699229;156.7308358;38.16373778;112.8182888;9.631569599;83.5800241
2012;NA;SummeR;laitnediseR;Not Implemented ;suburban;STATION C;18.75313302;24.35014634;15.28065361;65.93569693;1.353893141;NA!!
2012;DENIZLI; Autumn;INDUSTRIAL;detnemelpmI; Urban;B noitatS;83.89827028;167.2404313;52.80316341;98.42800068;6.396359018;31.16743458
2012;MANISA;NA;industrial;Implemented!!;laruR;Station B;134.8486567;100.3828389;13.03570448;60.47871418;4.86132192;30.17831722
2012;manisa; Spring; Industrial;Implemented ; Urban; Station C;114.7543925;123.2521469;93.53076701;20.50178916;5.738230482;55.93826653
2012;asinaM;SUMMER;NaturaL;implemented;Urban ;NA ;92.97384929;27.03392393;19.99080348;121.3293621;5.543358487;47.66907926
2012;MANISA;Autumn!!;Traffic!!; Not Implemented;Rural!!;station d;29.1841636;74.09822489;26.77105428;90.93083419;0.617459809;46.81147324
2012; Mugla; Winter;laitnediseR;IMPLEMENTED;SUBURBAN;Station C ;144.7511764;29.74749207;41.85037963;40.84588197;6.886832344;13.65804721
2012;alguM;Spring!!; Traffic;Not Implemented ;urban;Station D!!;109.4161434;192.6933073;39.55011792;52.28276716;6.627784094;73.26735537
2012;mugla;SummeR;Natural ;Implemented ;RURAL;STATION B;17.48968687;163.3797134;79.87696345;101.3517588;2.028458646;25.30498536
2012;alguM; Autumn;TraffiC;implemented;Suburban!!; Station A;72.25242458;97.33022333;46.71904841;13.32108464;8.178731673;23.71059487
2012;Usak ;NA;Natural ;detnemelpmI;rural;STATION A;36.27206752;57.7329326;18.73528948;106.3270921;8.045351407;44.21204043
2012;UsaK;spring;Industrial!!;ImplementeD;Urban!!;A noitatS;53.93417163;187.35647;28.18656976;44.87092264;7.372915677;26.63894245
2012;kasU;SUMMER;RESIDENTIAL;Not ImplementeD;SUBURBAN;STATION A;7.62175837;75.47335319;51.89311175;73.19324599;3.054661545;60.46653539
2012;USAK;AUTUMN;industrial; Not Implemented;Suburban ;station b;63.04783092;40.58704202;16.45048391;112.6393306;6.417117985;40.28901724
2013;izmir;winter;ciffarT; Implemented;RuraL;Station A!!;NA ;128.7013572;61.94225621;82.98408768;2.952706144;47.64661365
2013;IzmiR;spring; Industrial;NOT IMPLEMENTED;SUBURBAN;Station C ;94.83947596;189.3170829;57.44323604;52.65942843;2.43647851;56.03108555
2013;IZMIR;Summer ;residential;Not Implemented ;URBAN;Station C!!;101.2061;10.7277552;72.04082701;109.5853642;10.99814261;24.33587464
2013;IzmiR; Autumn; Industrial;Implemented!!;URBAN; Station A;126.2622404;55.24372022;93.89505231;57.92495563;0.74882981;19.79640417
2013; Aydin;WinteR;laitnediseR;Implemented ;nabrU;STATION C;43.49054587;207.1355568;91.40094699;47.95013324;1.557311795;88.64008077
2013;Aydin ;Spring ;Residential ;Not ImplementeD;Rural!!; Station D;22.46986425;42.5063337;94.71541057;119.618577;0.167202923;46.20375177
2013; Aydin;summer;industrial;NOT IMPLEMENTED;Suburban!!;Station B ;128.4728899;31.51625581;25.98212851;91.34087659;1.614137546;44.14889292
2013;AYDIN;Autumn!!;Natural!!;Not Implemented ; Suburban; Station A;27.70885816;118.335571;14.89340005;79.1427974;0.783001086;8.383154276
2013;DENIZLI;WinteR;TRAFFIC;not implemented;Suburban!!;A noitatS;175.6082542;191.1253591;31.62311665;45.85830897;9.958443441;52.30774875
2013;DENIZLI;Spring!!;Natural!!;ImplementeD; Urban;Station B!!;127.1680433;100.6508654;89.71834693;13.84954396;4.438828054;57.64612355
2013;Denizli!!;SUMMER;NATURAL;Implemented ;nabrubuS;Station C ;77.62710785;198.9672088;97.26124051;8.571540744;1.577753325;58.08988274
2013;Denizli ;nmutuA;IndustriaL;Not Implemented ;Urban ;Station B ;147.3061066;139.0426229;86.2138452;89.35009769;3.728794431;72.16796109
2013;ManisA;WINTER; Traffic;ImplementeD; Suburban;Station B;22.94355086;26.48165561;12.78173667;92.63376292;9.367643158;21.86077432
2013;MANISA;SPRING;traffic;Not Implemented!!;URBAN;Station C ;48.94453537;198.638105;94.84794381;86.83818897;7.874379312;28.96119775
2013;MANISA;remmuS;natural;Not ImplementeD;Suburban ;Station B;97.54254018;87.49990499;43.48908668;101.6902833;3.711699153;82.0193942
2013;ManisA; Autumn;IndustriaL;implemented;RuraL;station c; NA;64.60648143;2.912408495;8.844051306;8.746575433;94.9812086
NA; Mugla;winter;TRAFFIC;not implemented;laruR;Station C;167.536824;127.5967494;45.35458659;47.17648879;4.010403678;17.913611
2013; Mugla;Spring!!;Natural ;Not Implemented ;Urban!!;Station B!!;14.51578279;67.81844245;6.514778628;AN;5.124877264;52.27670768
2013;MUGLA;SUMMER;ciffarT; Implemented; Urban;;84.66471565;26.42692635;55.30003627;73.36730874;3.22814546;25.34674401
2013;mugla;nmutuA;Industrial!!;Implemented!!;SUBURBAN; Station C;90.67560877;10.27138519;35.17829469;13.32328522;3.840188557;10.70695099
2013;Usak!!;Winter ;IndustriaL;Not Implemented ;suburban;Station B;119.5746935;104.9629208;48.39662349;114.7251388;3.235175125;35.92281712
2013; Usak;SPRING; Industrial;Not ImplementeD;RuraL;C ;42.07160238;169.0040502;62.09069535;30.67437112;6.805309197;18.65032439
2013;usak;Summer!!;TraffiC;Implemented ;suburban;Station D!!;57.86213199;AN;87.14250739;111.0653942;2.966868776;NA
2013;Usak!!;autumn;Residential!!;NOT IMPLEMENTED;Urban ;Station D;127.3336768;199.8493868;66.86635449;70.17102668;8.721416234;55.7039143
2014;NA;WINTER;Traffic!!;NOT IMPLEMENTED;Urban!!;A;NA;70.95094894;44.53678911;153.8358579;1.128498651;18.66427474
2014;Izmir ;SPRING; Residential; Implemented;urban;Station C ;124.8958378;63.2864623;na;89.33172833;2.990643977;5.877950899
2014;rimzI; Summer; Industrial;Implemented!!;Urban ;C noitatS;86.58503632;40.35239744;90.74704948;145.6595132;6.199968283;81.77491966
NA;rimzI;nmutuA;natural;detnemelpmI;nabrU;B noitatS;115.5171891;41.17208177;13.73647671; NA;14.06369642;21.73846859
2014;AYDIN;Winter ;Residential!!;IMPLEMENTED;Rural ;Station C;130.1676817;70.60399857;54.1294318;91.04746271;3.834794659;62.59058101
2014; Aydin;Spring ;lairtsudnI;detnemelpmI;RuraL;A noitatS;35.08916683;160.6396086;29.88217205;108.8508251;6.6743338;na
2014;aydin;SummeR;lairtsudnI;implemented;Urban ;D;87.47784678;182.0937902;6.611997392;NA!!;3.938045253;na
2014;Aydin ;autumn;NA;NOT IMPLEMENTED;SuburbaN;D ;130.8198572;195.2665622;67.51757612;16.05447295;1.357632402;34.98709456
2014;DenizlI;WinteR;NaturaL;NOT IMPLEMENTED;Urban ;A;81.1882252;59.54853771;86.55153619;69.97360477;1.019268511;13.25925827
2014;Denizli!!;Spring!!; Industrial;Implemented!!;RURAL;C!!;145.1556617;177.4465337;17.96446014;112.3730742;3.123593636;26.18025081
2014;DENIZLI;na;residential; Implemented;Urban ;C;70.57118951;72.36846696;81.61653845;87.58679075;2.491266248;22.86556382
2014;Denizli ;AUTUMN;larutaN;detnemelpmI toN; Rural;Station A!!;25.70391732;31.43970346;85.63278189;65.65749333;1.822703435;45.66183848
 NA;Manisa ;WINTER;Natural ;Not ImplementeD;Rural ;Station B;73.76163433;192.8352094;91.60536338;21.2295036;7.631517153;67.53695943
2014; Manisa;Spring ;industrial;NOT IMPLEMENTED;URBAN;Station D!!;142.9968489;130.8600706;27.99793873;6.618031908;0.385195354;30.06157712
2014;Manisa!!;Summer!!;traffic;IMPLEMENTED;URBAN;Station A!!;51.35952315;41.29887026;90.58740039;127.6159436;8.433480367;6.146643854
2014;Manisa ;nmutuA;ciffarT;Implemented!!;nabrubuS; Station A;130.8742332;91.66793893;33.42494996;15.07107474;3.856667668;54.29904961
2014; Mugla;Winter!!;Industrial ;Not Implemented!!;RuraL;STATION C;159.3376186;71.03685823;56.12912532;77.89272915;5.114844999;62.54715149
2014;mugla;SPRING;NATURAL; Implemented;NA!!; Station D;55.77704603;149.9909681;6.949732142;110.1808923;5.672019348;96.47269693
2014; Mugla;remmuS;lairtsudnI;AN;urban;Station C;17.07236042;96.14908382;6.30034666;37.69346102;4.803510263;60.99972629
2014;mugla;Autumn!!;Residential ;implemented;na;Station A ;110.0608968;197.9631896;72.59657485;81.50637617;3.021577716;49.76139314
2014;usak;Winter!!;traffic;Not ImplementeD;Suburban ;STATION B;60.20314003;22.44170129;45.55903784;14.05033632;7.360678308;59.47315446
2014;UsaK;gnirpS;Residential ; Not Implemented;nabrubuS;Station D ;118.5239241;77.45290057;27.11665279;74.43184154;8.725642182;93.15055984
2014;UsaK;SUMMER;industrial;implemented;Suburban ;Station A ;69.184953;101.5610318;20.66052261;23.85214791;2.006558161;83.69592383
2014;Usak ;Autumn!!;IndustriaL;Implemented ;urban;Station A!!;75.36367764;105.5953754;67.6554421;116.5250573;1.599638594;35.68297967
2015; Izmir;retniW;larutaN;IMPLEMENTED;UrbaN;B;141.3562368;77.03058688;2.039351314;NA;13.48226772;27.53916455
2015;IzmiR; Spring; Natural;detnemelpmI;UrbaN;A ;60.442683;148.5556473;80.97733458;75.77695582;5.345947635;29.95019317
2015;izmir; Summer;larutaN; Implemented;RuraL;A;69.25346507;176.201944;9.766461401;73.93451233;5.558042168;52.91999877
2015;IzmiR;AUTUMN;ResidentiaL;NOT IMPLEMENTED;URBAN;Station D ;59.54761797;188.3566674;20.76598226;32.10537489;5.489215696;75.68469787
AN;Aydin!!;retniW;Natural!!;AN;Rural!!;D noitatS;69.91724966;179.2645158;39.85116674;90.28834914;1.34544313;52.80582468
2015;Aydin ; Spring;Industrial!!;detnemelpmI;nabrubuS;STATION D;81.26225365;171.6102375;49.51615649;39.80363917;5.934383285;11.4406576
2015; Aydin;remmuS;Natural!!;detnemelpmI;SUBURBAN;Station C;122.2759195;114.6036071;36.78952135;81.17276389;5.298894433;73.74016654
2015; Aydin;Autumn!!;ciffarT;NOT IMPLEMENTED;Urban!!; Station B;57.45640523;166.918763;33.42979217;30.16331608;3.164454354;81.56716222
2015;ilzineD;WINTER;NATURAL; Not Implemented;nabrubuS;STATION D;97.22032137;74.43231701;96.46376918;84.13353081;4.573503542;32.50229719
2015; Denizli; Spring;laitnediseR;ImplementeD;nabrU; Station C;102.2554622;85.7109648;64.87480876;na;11.98467043;68.09194523
2015;Denizli ;SummeR;TraffiC;Not Implemented!!;rural; Station C;44.06871971;70.21347263;4.296429626;53.91599707;5.945218421;45.5262306
2015;Denizli!!;Autumn!!;TraffiC;NOT IMPLEMENTED;SUBURBAN;STATION B;45.24080671;98.80359374;44.15723903;33.42869848;1.059481538;89.46633879
2015; Manisa;WinteR; Traffic;detnemelpmI toN;nabrU;Station B ;168.4138841;70.68613979;87.75085257;118.3820998;8.288119234;85.29642803
2015;asinaM;SprinG;Residential ; Not Implemented; Suburban;station a;109.9125131;192.706174;31.54270627;35.13402552;7.057109163;54.91603984
2015;Manisa ;summer;lairtsudnI;Not ImplementeD;SuburbaN;Station C ;88.69206805;69.44047932;11.26652179;106.3974902;7.947763717;70.69302685
2015;manisa;autumn;larutaN;Not Implemented ;nabrU;Station D ;98.91940789;28.62846224;76.32170762;139.8271216;9.492396043;88.9182216
2015;MUGLA;WINTER;traffic;implemented;Suburban!!;Station B;11.0981031;121.1047877;61.38935553;27.59075125;1.611315829;52.09311596
2015;MUGLA; Spring;TraffiC;detnemelpmI toN;suburban;NA!!;94.62493001;20.8488249;57.89062577;75.59228368;7.130715339;34.75882035
2015;mugla; Summer;traffic;Not Implemented ;Suburban ;Station D!!;78.87878662;31.0032016;7.250502842;15.0875288;6.805684276;76.5982831
2015;MuglA; Autumn;industrial;Implemented!!;SuburbaN;Station C ;84.13370357;51.68398395;15.76890296;50.02676645;0.341826141;25.9062942
2015; Usak;retniW;lairtsudnI;ImplementeD;rural;B noitatS;68.53974587;108.0492022;63.00984083;87.03199889;4.176301909;41.91045906
2015;USAK;Spring!!;RESIDENTIAL;ImplementeD;Suburban ;Station A;16.81371517;92.31767714;22.36673646;80.83367339;3.396207445;87.24408753
2015;UsaK; Summer;Industrial ;detnemelpmI;SUBURBAN; Station C;33.03418887;161.9414538;51.39886782;76.84057698;6.727179436;73.82012233
2015;USAK;Autumn!!;Natural ;Not ImplementeD;URBAN;Station D!!;142.8579834;150.5001842;55.39840523;48.73985912;3.359616813;43.3620455
2016;izmir;WINTER;ResidentiaL;Not Implemented ;laruR;Station B ;77.11372384;100.1005234;29.78370465;48.47286918;5.949632037;25.40072773
2016; Izmir;SprinG; Residential;detnemelpmI toN; Urban;Station A;72.6690576;73.40379944;94.94566524;21.89044863;13.71110853;38.81699713
2016; Izmir; Summer;NaturaL;NOT IMPLEMENTED;URBAN;station d;12.64291953;70.12906897;84.56148247;113.9939117;11.99736523;31.98989418
2016;NA;AUTUMN;NATURAL; Implemented;nabrU;D noitatS;10.44710328;157.0590666;72.79260375;81.83137512;13.83364738;NA
2016;aydin; Winter;NATURAL;Not Implemented ;RuraL;STATION D;130.7895718;21.8831329; NA;86.50804772;9.787209073;75.61662679
2016;AydiN;spring;Residential ; Not Implemented;urban;Station C ;83.0237263;12.43611341;12.40074189;43.71705696;0.308451386;28.94663925
2016; Aydin;Summer ;Residential!!;IMPLEMENTED;URBAN;Station B;78.76236771;161.1534345;AN;55.00351518;9.397707954;48.14590967
2016; Aydin;NA;residential;NOT IMPLEMENTED;urban;Station D ;40.25305691;100.6578114;17.74990822;56.46519292;6.280665057;41.65664745
2016;Denizli ; Winter;natural; Not Implemented;suburban; Station C;135.5866273;38.35415796;97.87001543;7.960377121;8.612559454;98.29735097
2016;DenizlI;Spring ;Natural ;Not Implemented ; Urban;B noitatS;29.39430397;54.75752757;17.53498293;57.48665699;na;42.15376319
2016;Denizli ;SUMMER;TraffiC; Not Implemented;RURAL;Station B!!;32.54053783; NA;49.77184788;97.38002595;9.812191942;12.59833587
2016;denizli;nmutuA;INDUSTRIAL; Implemented;rural;Station C!!;71.80326485;173.3055654;37.68386357;108.189327;6.175708898;13.53344649
2016;Manisa!!; Winter;TraffiC;implemented; Suburban;Station C!!;55.81269601;159.3450755;64.6598693;64.5951063;7.956020282;61.12160353
2016;MANISA;gnirpS; Natural;Implemented ; Rural;STATION D;40.88213228;101.6227938;14.64556807;57.38269495;0.947435573;61.93953742
2016;Manisa ;summer;Residential!!;implemented;RURAL;Station B;98.55945846;108.861489;44.17100995;8.54483115;1.916233059;44.7821041
2016;MANISA; Autumn;Natural ;detnemelpmI; Suburban;A noitatS;99.39090306;195.2964617;28.92109322;106.1084988;7.608196363;46.02515077
2016;alguM;WinteR;industrial;Not ImplementeD;URBAN;C noitatS;149.4659701;212.8460228;88.99964942;8.445026907;0.476499852;10.12359537
2016;mugla;spring;ciffarT; Not Implemented;SUBURBAN;Station B!!;65.56774221;50.9011187;5.977399789;113.6462592;8.18709206;54.07191849
2016;Mugla!!;Summer ;TraffiC;detnemelpmI;Urban ;Station B!!;15.5973382;164.1098676;91.54529441;79.63782918;0.357142928;52.95025016
2016;alguM;AUTUMN;RESIDENTIAL;Implemented ;urban; Station D;44.68162581;47.47610657;83.63342558;NA ;9.90821476;19.20718526
2016;kasU;NA!!;ciffarT; Implemented;Rural!!;station a;176.5209506;55.62933288;31.16193021;111.28512;3.71442981;14.86474168
2016; Usak;na; Traffic;Not ImplementeD;SUBURBAN;station d;91.45749341;138.4576765;79.35048416;7.804964208;6.153799042;16.73938661
2016;kasU;Summer!!;Natural ;detnemelpmI;rural;Station A ;107.9118773;86.95020873;5.058928913;71.86386291;6.990710929;14.59768342
2016;usak;Autumn!!;TraffiC;Not Implemented!!;RuraL;Station A ;6.066885296;186.9934374;96.75282393;68.12724032;3.49050467;62.92227858
2017;Izmir ;WINTER;traffic;NOT IMPLEMENTED; Urban;C noitatS;96.1677974;29.60303459;53.60630437;39.28839998;1.753242354;23.66585198
2017;izmir;Spring ;TraffiC; Not Implemented;laruR;B noitatS;10.44165534;107.1898718;31.72154055;54.32205461;0.789494091;28.88586446
2017;Izmir ;SUMMER;Residential!!;Not ImplementeD;SUBURBAN;STATION B;87.53838075;184.5190908;37.53315483;80.01036068;5.930466623;21.48935369
 NA;rimzI; Autumn;laitnediseR;IMPLEMENTED; Rural;STATION B;138.5117732;181.7815955;8.507724639;88.62008764;5.254488002;95.99435392
2017;nidyA;winter;Natural!!;not implemented; Rural;station a;174.5049287;43.7146056;98.95625238;5.082438751;7.44778999;86.188659
2017;Aydin!!;Spring!!; Traffic;detnemelpmI toN; Urban;Station B ;83.38013793;79.66116302;5.850610625;146.5595878;7.719572324;26.89700955
2017;Aydin ;SUMMER;residential;implemented; Suburban;station c;71.43969676;127.633066;66.18089807;23.92041783;4.282213321;36.11879792
2017;nidyA;AUTUMN;laitnediseR;Not ImplementeD; Rural;station a;142.0274787;40.28502811;45.38812092;31.86174994;4.041063065; NA
2017; Denizli;WINTER; Natural; Not Implemented;URBAN;Station A ;123.2081108;213.316634;94.99378938;45.88928013;0.542736504;51.72821615
2017;DENIZLI;spring;Industrial!!;NOT IMPLEMENTED;RuraL;Station A;14.41039553;183.8023725;26.10797455;9.349315703;3.422016297;6.863000585
2017;Denizli!!;Summer ;Traffic!!;IMPLEMENTED;Suburban!!;STATION A;72.53020876;41.72053402;54.14450875;19.15099421;9.762599559;68.77996085
